Node [word=A, frequency=32]
Node [word=looking, frequency=10]
Node [word=lookingglass, frequency=2]
Node [word=looks, frequency=8]
Node [word=loomed, frequency=1]
Node [word=loose, frequency=2]
Node [word=loosening, frequency=1]
Node [word=lose, frequency=4]
Node [word=loss, frequency=6]
Node [word=lost, frequency=15]
Node [word=lot, frequency=5]
Node [word=loud, frequency=1]
Node [word=loudly, frequency=2]
Node [word=lout, frequency=1]
Node [word=love, frequency=19]
Node [word=loved, frequency=4]
Node [word=lovefor, frequency=1]
Node [word=lovely, frequency=6]
Node [word=lover, frequency=5]
Node [word=loves, frequency=2]
Node [word=low, frequency=7]
Node [word=lower, frequency=2]
Node [word=lowered, frequency=1]
Node [word=loyal, frequency=2]
Node [word=lucidly, frequency=1]
Node [word=luck, frequency=2]
Node [word=lucky, frequency=3]
Node [word=lucrative, frequency=1]
Node [word=lucratively, frequency=1]
Node [word=lumpily, frequency=1]
Node [word=lunch, frequency=11]
Node [word=lunched, frequency=2]
Node [word=lunchtable, frequency=1]
Node [word=lured, frequency=1]
Node [word=lurk, frequency=1]
Node [word=lurked, frequency=1]
Node [word=lurking, frequency=1]
Node [word=lust, frequency=1]
Node [word=lustrous, frequency=1]
Node [word=lusty, frequency=1]
Node [word=luxuriance, frequency=1]
Node [word=luxuriously, frequency=1]
Node [word=lying, frequency=2]
Node [word=lynching, frequency=4]
Node [word=Machiavelli, frequency=1]
Node [word=Madonna, frequency=1]
Node [word=Mainridge, frequency=4]
Node [word=Maire, frequency=2]
Node [word=Makes, frequency=2]
Node [word=Many, frequency=2]
Node [word=March, frequency=6]
Node [word=Marching, frequency=1]
Node [word=Maria, frequency=5]
Node [word=Mariafor, frequency=1]
Node [word=Marions, frequency=1]
Node [word=Mas, frequency=8]
Node [word=Massachusetts, frequency=1]
Node [word=Master, frequency=2]
Node [word=May, frequency=10]
Node [word=Mayrant, frequency=100]
Node [word=Mayrantbut, frequency=1]
Node [word=Mayrants, frequency=15]
Node [word=Me, frequency=4]
Node [word=Men, frequency=2]
Node [word=Methodists, frequency=1]
Node [word=Michael, frequency=39]
Node [word=Michaelhas, frequency=1]
Node [word=Michaeljust, frequency=1]
Node [word=Michaelmy, frequency=1]
Node [word=Michaels, frequency=8]
Node [word=Midsummer, frequency=1]
Node [word=MidsummerNights, frequency=2]
Node [word=Mine, frequency=1]
Node [word=Mingled, frequency=1]
Node [word=Minneapolis, frequency=1]
Node [word=Miss, frequency=78]
Node [word=Mistress, frequency=3]
Node [word=Mobile, frequency=1]
Node [word=Moores, frequency=1]
Node [word=Moral, frequency=1]
Node [word=More, frequency=1]
Node [word=Moreover, frequency=2]
Node [word=Moses, frequency=2]
Node [word=Mozart, frequency=3]
Node [word=Mr, frequency=23]
Node [word=Mrs, frequency=149]
Node [word=Museum, frequency=1]
Node [word=Must, frequency=2]
Node [word=Mutilation, frequency=1]
Node [word=My, frequency=48]
Node [word=ma, frequency=1]
Node [word=maam, frequency=2]
Node [word=machine, frequency=3]
Node [word=machinery, frequency=1]
Node [word=madam, frequency=4]
Node [word=made, frequency=65]
Node [word=madness, frequency=1]
Node [word=magic, frequency=1]
Node [word=magically, frequency=1]
Node [word=magnetic, frequency=1]
Node [word=magnificent, frequency=1]
Node [word=magnified, frequency=1]
Node [word=magnify, frequency=2]
Node [word=mahogany, frequency=2]
Node [word=maid, frequency=1]
Node [word=maidens, frequency=1]
Node [word=maids, frequency=2]
Node [word=mail, frequency=2]
Node [word=maintained, frequency=1]
Node [word=majority, frequency=1]
Node [word=make, frequency=53]
Node [word=makes, frequency=5]
Node [word=making, frequency=10]
Node [word=male, frequency=7]
Node [word=males, frequency=1]
Node [word=malheur, frequency=1]
Node [word=mamma, frequency=2]
Node [word=man, frequency=50]
Node [word=manage, frequency=2]
Node [word=managed, frequency=5]
Node [word=management, frequency=1]
Node [word=manhood, frequency=1]
Node [word=maniac, frequency=1]
Node [word=manifest, frequency=1]
Node [word=manifestation, frequency=1]
Node [word=manlike, frequency=2]
Node [word=manly, frequency=1]
Node [word=manner, frequency=21]
Node [word=manners, frequency=8]
Node [word=mannersand, frequency=1]
Node [word=manor, frequency=1]
Node [word=mans, frequency=8]
Node [word=mansions, frequency=1]
Node [word=manuscript, frequency=2]
Node [word=many, frequency=36]
Node [word=mapped, frequency=1]
Node [word=marbles, frequency=1]
Node [word=march, frequency=4]
Node [word=marched, frequency=2]
Node [word=mark, frequency=2]
Node [word=marked, frequency=5]
Node [word=marketa, frequency=1]
Node [word=marking, frequency=1]
Node [word=marriage, frequency=10]
Node [word=marriagemaking, frequency=1]
Node [word=marriages, frequency=1]
Node [word=married, frequency=6]
Node [word=marrow, frequency=1]
Node [word=marry, frequency=15]
Node [word=marrying, frequency=1]
Node [word=marshes, frequency=1]
Node [word=marvel, frequency=1]
Node [word=marvelous, frequency=1]
Node [word=masculine, frequency=1]
Node [word=masked, frequency=1]
Node [word=masks, frequency=1]
Node [word=mast, frequency=1]
Node [word=masterly, frequency=2]
Node [word=match, frequency=2]
Node [word=mate, frequency=1]
Node [word=material, frequency=1]
Node [word=materialsglass, frequency=1]
Node [word=maternal, frequency=1]
Node [word=mating, frequency=1]
Node [word=matrimony, frequency=1]
Node [word=matrimonys, frequency=1]
Node [word=matter, frequency=18]
Node [word=mature, frequency=1]
Node [word=maturity, frequency=1]
Node [word=may, frequency=34]
Node [word=maynt, frequency=1]
Node [word=me, frequency=441]
Node [word=meal, frequency=4]
Node [word=mean, frequency=31]
Node [word=meand, frequency=1]
Node [word=meaning, frequency=3]
Node [word=means, frequency=12]
Node [word=meant, frequency=6]
Node [word=meanto, frequency=1]
Node [word=meanyou, frequency=1]
Node [word=measure, frequency=2]
Node [word=measured, frequency=2]
Node [word=measurements, frequency=1]
Node [word=mechanical, frequency=1]
Node [word=meddle, frequency=1]
Node [word=meddlesome, frequency=1]
Node [word=medicine, frequency=1]
Node [word=meditated, frequency=1]
Node [word=meditations, frequency=1]
Node [word=meet, frequency=19]
Node [word=meeting, frequency=9]
Node [word=meetingplace, frequency=1]
Node [word=megadont, frequency=1]
Node [word=mellow, frequency=1]
Node [word=mellowcolored, frequency=1]
Node [word=mellowtinted, frequency=1]
Node [word=melodies, frequency=1]
Node [word=melodiesand, frequency=1]
Node [word=melodious, frequency=2]
Node [word=melodrama, frequency=1]
Node [word=melon, frequency=1]
Node [word=melt, frequency=1]
Node [word=melted, frequency=2]
Node [word=member, frequency=5]
Node [word=members, frequency=2]
Node [word=memoirs, frequency=1]
Node [word=memorable, frequency=2]
Node [word=memorial, frequency=1]
Node [word=memories, frequency=7]
Node [word=memory, frequency=6]
Node [word=men, frequency=31]
Node [word=mendacious, frequency=1]
Node [word=menial, frequency=1]
Node [word=mens, frequency=2]
Node [word=mental, frequency=1]
Node [word=mentally, frequency=2]
Node [word=mention, frequency=3]
Node [word=mentioned, frequency=8]
Node [word=mentionemploying, frequency=1]
Node [word=mercy, frequency=1]
Node [word=mere, frequency=5]
Node [word=merely, frequency=24]
Node [word=merest, frequency=1]
Node [word=meringue, frequency=1]
Node [word=merit, frequency=2]
Node [word=meritorious, frequency=1]
Node [word=merriment, frequency=3]
Node [word=merry, frequency=3]
Node [word=meshe, frequency=1]
Node [word=message, frequency=1]
Node [word=met, frequency=19]
Node [word=methe, frequency=1]
Node [word=method, frequency=1]
Node [word=metrical, frequency=1]
Node [word=metropolis, frequency=1]
Node [word=mettle, frequency=1]
Node [word=mice, frequency=1]
Node [word=middle, frequency=2]
Node [word=middleclass, frequency=1]
Node [word=midst, frequency=2]
Node [word=might, frequency=45]
Node [word=mightily, frequency=1]
Node [word=mightnt, frequency=3]
Node [word=mighty, frequency=1]
Node [word=mild, frequency=1]
Node [word=mildly, frequency=2]
Node [word=mile, frequency=1]
Node [word=miles, frequency=3]
Node [word=milieu, frequency=1]
Node [word=million, frequency=1]
Node [word=millionaire, frequency=1]
Node [word=millions, frequency=3]
Node [word=millionsand, frequency=1]
Node [word=mind, frequency=28]
Node [word=minding, frequency=1]
Node [word=minds, frequency=1]
Node [word=mine, frequency=15]
Node [word=minebecause, frequency=1]
Node [word=mingle, frequency=1]
Node [word=mingled, frequency=1]
Node [word=minuet, frequency=3]
Node [word=minute, frequency=3]
Node [word=minutes, frequency=5]
Node [word=miraculous, frequency=1]
Node [word=mirrors, frequency=1]
Node [word=mirth, frequency=4]
Node [word=misadventure, frequency=2]
Node [word=misapplied, frequency=1]
Node [word=miserable, frequency=1]
Node [word=misfortune, frequency=3]
Node [word=misgivings, frequency=1]
Node [word=misquoted, frequency=1]
Node [word=miss, frequency=6]
Node [word=missed, frequency=2]
Node [word=missing, frequency=2]
Node [word=mission, frequency=1]
Node [word=misspell, frequency=1]
Node [word=mistaken, frequency=1]
Node [word=mistress, frequency=3]
Node [word=misunderstood, frequency=1]
Node [word=mitigated, frequency=1]
Node [word=mobs, frequency=1]
Node [word=mockery, frequency=2]
Node [word=mocking, frequency=3]
Node [word=model, frequency=1]
Node [word=moderate, frequency=1]
Node [word=modern, frequency=4]
Node [word=modest, frequency=2]
Node [word=modified, frequency=1]
Node [word=molar, frequency=1]
Node [word=moment, frequency=25]
Node [word=momentous, frequency=1]
Node [word=moments, frequency=4]
Node [word=money, frequency=10]
Node [word=monkey, frequency=2]
Node [word=monkeys, frequency=1]
Node [word=monotonous, frequency=1]
Node [word=months, frequency=1]
Node [word=monument, frequency=2]
Node [word=monuments, frequency=4]
Node [word=mood, frequency=7]
Node [word=moral, frequency=8]
Node [word=moralizing, frequency=1]
Node [word=more, frequency=134]
Node [word=morebut, frequency=2]
Node [word=moreover, frequency=1]
Node [word=morning, frequency=15]
Node [word=mortal, frequency=1]
Node [word=mos, frequency=1]
Node [word=mosquito, frequency=3]
Node [word=moss, frequency=1]
Node [word=most, frequency=42]
Node [word=mostly, frequency=4]
Node [word=mother, frequency=11]
Node [word=mothereven, frequency=1]
Node [word=mothers, frequency=8]
Node [word=moths, frequency=1]
Node [word=motion, frequency=3]
Node [word=motionless, frequency=1]
Node [word=motive, frequency=1]
Node [word=moulded, frequency=2]
Node [word=mounted, frequency=2]
Node [word=mournfully, frequency=1]
Node [word=mourning, frequency=2]
Node [word=mouth, frequency=8]
Node [word=mouthful, frequency=1]
Node [word=mouths, frequency=2]
Node [word=move, frequency=4]
Node [word=moved, frequency=10]
Node [word=movement, frequency=1]
Node [word=moving, frequency=6]
Node [word=much, frequency=90]
Node [word=muchused, frequency=1]
Node [word=mud, frequency=2]
Node [word=muffled, frequency=1]
Node [word=multitude, frequency=1]
Node [word=munificent, frequency=3]
Node [word=murder, frequency=1]
Node [word=murky, frequency=1]
Node [word=murmur, frequency=1]
Node [word=murmured, frequency=16]
Node [word=murmurously, frequency=2]
Node [word=murmurs, frequency=1]
Node [word=mused, frequency=4]
Node [word=museum, frequency=2]
Node [word=museummy, frequency=1]
Node [word=music, frequency=3]
Node [word=musician, frequency=1]
Node [word=must, frequency=61]
Node [word=mustnt, frequency=5]
Node [word=mute, frequency=1]
Node [word=mutely, frequency=2]
Node [word=mutilation, frequency=1]
Node [word=mutter, frequency=1]
Node [word=muttered, frequency=8]
Node [word=mutual, frequency=1]
Node [word=my, frequency=455]
Node [word=myself, frequency=56]
Node [word=myselfif, frequency=1]
Node [word=mysteries, frequency=1]
Node [word=mysterious, frequency=2]
Node [word=mystery, frequency=1]
Node [word=mythical, frequency=1]
Node [word=Napoleon, frequency=2]
Node [word=Natchez, frequency=1]
Node [word=Nature, frequency=1]
Node [word=Natures, frequency=1]
Node [word=Naught, frequency=1]
Node [word=Nay, frequency=1]
Node [word=Near, frequency=1]
Node [word=Nearly, frequency=1]
Node [word=Need, frequency=1]
Node [word=Neither, frequency=4]
Node [word=Never, frequency=8]
Node [word=Nevertheless, frequency=2]
Node [word=New, frequency=28]
Node [word=Newport, frequency=24]
Node [word=Newportwell, frequency=1]
Node [word=Next, frequency=1]
Node [word=Nights, frequency=1]
Node [word=No, frequency=40]
Node [word=Noble, frequency=1]
Node [word=Nobody, frequency=2]
Node [word=None, frequency=1]
Node [word=Nor, frequency=7]
Node [word=North, frequency=29]
Node [word=Northand, frequency=1]
Node [word=Northern, frequency=18]
Node [word=Northerner, frequency=9]
Node [word=Northernerand, frequency=1]
Node [word=Northerners, frequency=7]
Node [word=Northernersall, frequency=1]
Node [word=Not, frequency=20]
Node [word=Nothing, frequency=6]
Node [word=Notice, frequency=1]
Node [word=Now, frequency=10]
Node [word=Nowhere, frequency=2]
Node [word=Nozze, frequency=1]
Node [word=Nycticebidoe, frequency=1]
Node [word=naked, frequency=2]
Node [word=nakedly, frequency=1]
Node [word=nakedness, frequency=1]
Node [word=name, frequency=31]
Node [word=namely, frequency=1]
Node [word=names, frequency=5]
Node [word=namesake, frequency=1]
Node [word=narrow, frequency=5]
Node [word=nation, frequency=1]
Node [word=national, frequency=3]
Node [word=native, frequency=6]
Node [word=natral, frequency=1]
Node [word=natural, frequency=7]
Node [word=naturally, frequency=3]
Node [word=nature, frequency=12]
Node [word=navel, frequency=1]
Node [word=navigation, frequency=1]
Node [word=navy, frequency=1]
Node [word=near, frequency=18]
Node [word=nearer, frequency=6]
Node [word=nearest, frequency=1]
Node [word=nearing, frequency=1]
Node [word=nearly, frequency=6]
Node [word=neatly, frequency=1]
Node [word=nebber, frequency=1]
Node [word=necessary, frequency=2]
Node [word=necessarywe, frequency=1]
Node [word=necessity, frequency=3]
Node [word=neck, frequency=4]
Node [word=necks, frequency=2]
Node [word=need, frequency=18]
Node [word=needed, frequency=3]
Node [word=needing, frequency=1]
Node [word=needless, frequency=3]
Node [word=neednt, frequency=1]
Node [word=needs, frequency=1]
Node [word=negation, frequency=1]
Node [word=negative, frequency=1]
Node [word=neglected, frequency=2]
Node [word=negro, frequency=29]
Node [word=negroes, frequency=6]
Node [word=neighbor, frequency=2]
Node [word=neighborhood, frequency=2]
Node [word=neighboring, frequency=1]
Node [word=neighbors, frequency=2]
Node [word=neither, frequency=6]
Node [word=nephew, frequency=18]
Node [word=nephews, frequency=7]
Node [word=nervously, frequency=1]
Node [word=netting, frequency=3]
Node [word=never, frequency=72]
Node [word=neversuch, frequency=1]
Node [word=nevertheless, frequency=4]
Node [word=new, frequency=38]
Node [word=newcomer, frequency=1]
Node [word=newcomers, frequency=1]
Node [word=newer, frequency=1]
Node [word=newfangled, frequency=1]
Node [word=newrich, frequency=2]
Node [word=news, frequency=9]
Node [word=newspaper, frequency=4]
Node [word=next, frequency=28]
Node [word=nibbleand, frequency=1]
Node [word=nice, frequency=8]
Node [word=nicefor, frequency=1]
Node [word=nicer, frequency=1]
Node [word=niece, frequency=4]
Node [word=night, frequency=9]
Node [word=nightmare, frequency=1]
Node [word=nine, frequency=1]
Node [word=ninny, frequency=1]
Node [word=nipped, frequency=1]
Node [word=no, frequency=136]
Node [word=nobile, frequency=1]
Node [word=noble, frequency=6]
Node [word=nobleman, frequency=1]
Node [word=nobly, frequency=2]
Node [word=nobody, frequency=6]
Node [word=nobodys, frequency=1]
Node [word=nod, frequency=3]
Node [word=nodded, frequency=7]
Node [word=nodding, frequency=3]
Node [word=noise, frequency=3]
Node [word=noiseless, frequency=4]
Node [word=non, frequency=1]
Node [word=none, frequency=6]
Node [word=nonsense, frequency=2]
Node [word=noon, frequency=2]
Node [word=nor, frequency=13]
Node [word=north, frequency=1]
Node [word=northbound, frequency=1]
Node [word=northward, frequency=1]
Node [word=nose, frequency=8]
Node [word=noses, frequency=1]
Node [word=not, frequency=337]
Node [word=notch, frequency=1]
Node [word=note, frequency=6]
Node [word=notebook, frequency=2]
Node [word=noted, frequency=1]
Node [word=notes, frequency=1]
Node [word=nothing, frequency=39]
Node [word=nothings, frequency=1]
Node [word=nothow, frequency=1]
Node [word=notice, frequency=4]
Node [word=noticed, frequency=9]
Node [word=noticedhave, frequency=1]
Node [word=notices, frequency=1]
Node [word=notion, frequency=5]
Node [word=notions, frequency=3]
Node [word=notthat, frequency=1]
Node [word=nourishment, frequency=1]
Node [word=novel, frequency=1]
Node [word=now, frequency=125]
Node [word=nowadays, frequency=3]
Node [word=nowdawning, frequency=1]
Node [word=nowhere, frequency=2]
Node [word=nowinsists, frequency=1]
Node [word=nowwell, frequency=1]
Node [word=number, frequency=8]
Node [word=nuptial, frequency=1]
Node [word=nuptials, frequency=1]
Node [word=nursery, frequency=2]
Node [word=nursing, frequency=1]
Node [word=nurtured, frequency=1]
Node [word=nut, frequency=1]
Node [word=nutsbut, frequency=1]
Node [word=nutshell, frequency=2]
Node [word=O, frequency=3]
Node [word=ODE, frequency=1]
Node [word=OF, frequency=1]
Node [word=ON, frequency=1]
Node [word=Oaks, frequency=4]
Node [word=Oberon, frequency=1]
Node [word=Ode, frequency=2]
Node [word=Oderit, frequency=1]
Node [word=Of, frequency=28]
Node [word=Oh, frequency=77]
Node [word=Oil, frequency=1]
Node [word=Old, frequency=1]
Node [word=On, frequency=2]
Node [word=Once, frequency=6]
Node [word=One, frequency=8]
Node [word=Only, frequency=5]
Node [word=Optimist, frequency=1]
Node [word=Or, frequency=6]
Node [word=Order, frequency=1]
Node [word=Ordering, frequency=1]
Node [word=Orleans, frequency=1]
Node [word=Our, frequency=7]
Node [word=Ours, frequency=1]
Node [word=Out, frequency=1]
Node [word=Outside, frequency=2]
Node [word=Over, frequency=4]
Node [word=oaks, frequency=1]
Node [word=ob, frequency=2]
Node [word=obedient, frequency=1]
Node [word=obediently, frequency=3]
Node [word=obelisks, frequency=1]
Node [word=obey, frequency=1]
Node [word=object, frequency=2]
Node [word=objection, frequency=1]
Node [word=objectionable, frequency=1]
Node [word=objectionably, frequency=1]
Node [word=objects, frequency=4]
Node [word=oblige, frequency=1]
Node [word=obliged, frequency=4]
Node [word=obliterated, frequency=2]
Node [word=oblivion, frequency=2]
Node [word=obscure, frequency=3]
Node [word=observances, frequency=1]
Node [word=observant, frequency=1]
Node [word=observation, frequency=2]
Node [word=observations, frequency=1]
Node [word=observe, frequency=3]
Node [word=observed, frequency=6]
Node [word=obsolete, frequency=1]
Node [word=obstinacy, frequency=1]
Node [word=obvious, frequency=2]
Node [word=obviously, frequency=1]
Node [word=occasion, frequency=5]
Node [word=occasions, frequency=2]
Node [word=occupants, frequency=1]
Node [word=occupation, frequency=1]
Node [word=occupied, frequency=1]
Node [word=occurred, frequency=2]
Node [word=occurrence, frequency=4]
Node [word=occurrencean, frequency=1]
Node [word=oclock, frequency=1]
Node [word=ocular, frequency=1]
Node [word=odd, frequency=5]
Node [word=ode, frequency=10]
Node [word=odious, frequency=1]
Node [word=odium, frequency=1]
Node [word=of, frequency=1224]
Node [word=off, frequency=34]
Node [word=offend, frequency=1]
Node [word=offense, frequency=1]
Node [word=offenses, frequency=1]
Node [word=offer, frequency=3]
Node [word=offered, frequency=7]
Node [word=offering, frequency=3]
Node [word=office, frequency=4]
Node [word=offices, frequency=1]
Node [word=official, frequency=4]
Node [word=officialness, frequency=1]
Node [word=ofof, frequency=1]
Node [word=often, frequency=10]
Node [word=ofwell, frequency=1]
Node [word=ogres, frequency=1]
Node [word=oh, frequency=4]
Node [word=oil, frequency=1]
Node [word=old, frequency=94]
Node [word=older, frequency=7]
Node [word=oldest, frequency=1]
Node [word=oldfashioned, frequency=5]
Node [word=oleanders, frequency=1]
Node [word=omitted, frequency=1]
Node [word=on, frequency=152]
Node [word=onbecause, frequency=1]
Node [word=once, frequency=51]
Node [word=oncebecause, frequency=1]
Node [word=one, frequency=152]
Node [word=ones, frequency=14]
Node [word=onlookers, frequency=1]
Node [word=only, frequency=45]
Node [word=onslaught, frequency=2]
Node [word=onward, frequency=2]
Node [word=open, frequency=15]
Node [word=opened, frequency=11]
Node [word=opening, frequency=1]
Node [word=opens, frequency=1]
Node [word=opera, frequency=1]
Node [word=operation, frequency=1]
Node [word=opinion, frequency=7]
Node [word=opinions, frequency=2]
Node [word=opportunity, frequency=1]
Node [word=opposed, frequency=1]
Node [word=opposite, frequency=5]
Node [word=optimism, frequency=1]
Node [word=optimist, frequency=2]
Node [word=optimistic, frequency=1]
Node [word=or, frequency=124]
Node [word=oracles, frequency=3]
Node [word=oracular, frequency=1]
Node [word=orange, frequency=1]
Node [word=ordeal, frequency=1]
Node [word=order, frequency=6]
Node [word=orderbook, frequency=1]
Node [word=ordered, frequency=1]
Node [word=orderhow, frequency=1]
Node [word=ordering, frequency=3]
Node [word=orders, frequency=8]
Node [word=ordinary, frequency=2]
Node [word=origin, frequency=1]
Node [word=original, frequency=4]
Node [word=ornaments, frequency=1]
Node [word=ostensibly, frequency=2]
Node [word=ostrich, frequency=1]
Node [word=other, frequency=67]
Node [word=others, frequency=20]
Node [word=otherwise, frequency=1]
Node [word=ought, frequency=7]
Node [word=our, frequency=150]
Node [word=ours, frequency=4]
Node [word=ourselves, frequency=12]
Node [word=out, frequency=150]
Node [word=outbreak, frequency=2]
Node [word=outcome, frequency=1]
Node [word=outdoor, frequency=1]
Node [word=outgrown, frequency=1]
Node [word=outhouses, frequency=1]
Node [word=outlasted, frequency=1]
Node [word=outmatch, frequency=1]
Node [word=outofdoors, frequency=2]
Node [word=outrage, frequency=1]
Node [word=outreaching, frequency=1]
Node [word=outright, frequency=2]
Node [word=outset, frequency=1]
Node [word=outside, frequency=3]
Node [word=outsider, frequency=1]
Node [word=outsiders, frequency=2]
Node [word=outward, frequency=2]
Node [word=outworn, frequency=1]
Node [word=over, frequency=80]
Node [word=overbore, frequency=1]
Node [word=overcuriously, frequency=1]
Node [word=overindulgence, frequency=1]
Node [word=overripe, frequency=1]
Node [word=overseer, frequency=1]
Node [word=oversentimentalized, frequency=1]
Node [word=overtook, frequency=1]
Node [word=overweening, frequency=1]
Node [word=overwhelmed, frequency=4]
Node [word=overwhelming, frequency=1]
Node [word=overwork, frequency=1]
Node [word=owe, frequency=1]
Node [word=owed, frequency=1]
Node [word=owing, frequency=1]
Node [word=own, frequency=58]
Node [word=owned, frequency=1]
Node [word=owner, frequency=8]
Node [word=owners, frequency=1]
Node [word=owns, frequency=2]
Node [word=oystershell, frequency=1]
Node [word=Palm, frequency=1]
Node [word=Paris, frequency=2]
Node [word=Paristhus, frequency=1]
Node [word=Parthenon, frequency=1]
Node [word=Past, frequency=1]
Node [word=Patience, frequency=1]
Node [word=Paul, frequency=1]
Node [word=Pensiveness, frequency=1]
Node [word=People, frequency=1]
Node [word=Perfectly, frequency=1]
Node [word=Perhaps, frequency=4]
Node [word=Perry, frequency=1]
Node [word=Pessimist, frequency=1]
Node [word=Pharisees, frequency=1]
Node [word=Philadelphia, frequency=1]
Node [word=Philanthropists, frequency=1]
Node [word=Pied, frequency=1]
Node [word=Pinckney, frequency=2]
Node [word=Piper, frequency=1]
Node [word=Place, frequency=5]
Node [word=Plantagenet, frequency=1]
Node [word=Platyrrhine, frequency=1]
Node [word=Please, frequency=1]
Node [word=Plymouth, frequency=1]
Node [word=Poker, frequency=1]
Node [word=Poor, frequency=4]
Node [word=Port, frequency=114]
Node [word=Ports, frequency=2]
Node [word=Portto, frequency=1]
Node [word=Possibly, frequency=2]
Node [word=Post, frequency=4]
Node [word=Postponed, frequency=1]
Node [word=Pray, frequency=1]
Node [word=Precisely, frequency=1]
Node [word=Preferred, frequency=1]
Node [word=Preferredif, frequency=1]
Node [word=Present, frequency=1]
Node [word=Presently, frequency=1]
Node [word=President, frequency=8]
Node [word=Presidents, frequency=2]
Node [word=Priedieu, frequency=1]
Node [word=Primal, frequency=1]
Node [word=Printing, frequency=1]
Node [word=Probably, frequency=1]
Node [word=Prognathous, frequency=1]
Node [word=Pronounced, frequency=1]
Node [word=Prosperity, frequency=1]
Node [word=Puck, frequency=2]
Node [word=Put, frequency=2]
Node [word=pace, frequency=1]
Node [word=pack, frequency=3]
Node [word=packed, frequency=1]
Node [word=packingbox, frequency=1]
Node [word=padded, frequency=1]
Node [word=pagan, frequency=1]
Node [word=page, frequency=1]
Node [word=pages, frequency=3]
Node [word=paid, frequency=4]
Node [word=pain, frequency=5]
Node [word=painful, frequency=3]
Node [word=painfully, frequency=1]
Node [word=pains, frequency=1]
Node [word=paint, frequency=1]
Node [word=painted, frequency=1]
Node [word=pair, frequency=3]
Node [word=palaces, frequency=1]
Node [word=pale, frequency=3]
Node [word=palm, frequency=1]
Node [word=palmettos, frequency=1]
Node [word=pamphlets, frequency=3]
Node [word=panache, frequency=2]
Node [word=paper, frequency=7]
Node [word=papers, frequency=5]
Node [word=paralysis, frequency=1]
Node [word=parapet, frequency=4]
Node [word=parasol, frequency=2]
Node [word=pardon, frequency=3]
Node [word=pardonNortherner, frequency=1]
Node [word=pardonSoutherner, frequency=1]
Node [word=pardonner, frequency=1]
Node [word=pardons, frequency=1]
Node [word=parent, frequency=3]
Node [word=parents, frequency=6]
Node [word=part, frequency=21]
Node [word=partial, frequency=1]
Node [word=partially, frequency=1]
Node [word=particular, frequency=9]
Node [word=particularly, frequency=4]
Node [word=particulars, frequency=1]
Node [word=parties, frequency=2]
Node [word=parting, frequency=6]
Node [word=partly, frequency=4]
Node [word=parts, frequency=4]
Node [word=party, frequency=2]
Node [word=pas, frequency=1]
Node [word=pass, frequency=10]
Node [word=passage, frequency=2]
Node [word=passato, frequency=1]
Node [word=passed, frequency=8]
Node [word=passenger, frequency=1]
Node [word=passengers, frequency=1]
Node [word=passing, frequency=3]
Node [word=passion, frequency=2]
Node [word=passive, frequency=1]
Node [word=past, frequency=5]
Node [word=pate, frequency=1]
Node [word=path, frequency=5]
Node [word=pathos, frequency=1]
Node [word=paths, frequency=2]
Node [word=patience, frequency=1]
Node [word=patient, frequency=1]
Node [word=patiently, frequency=1]
Node [word=patriotism, frequency=1]
Node [word=patron, frequency=1]
Node [word=patronage, frequency=1]
Node [word=pattern, frequency=3]
Node [word=pause, frequency=6]
Node [word=paused, frequency=10]
Node [word=pauses, frequency=2]
Node [word=pausing, frequency=2]
Node [word=paved, frequency=1]
Node [word=pavements, frequency=1]
Node [word=paw, frequency=1]
Node [word=pay, frequency=11]
Node [word=paying, frequency=3]
Node [word=payment, frequency=1]
Node [word=pays, frequency=1]
Node [word=peace, frequency=4]
Node [word=peaceable, frequency=1]
Node [word=peals, frequency=1]
Node [word=peasant, frequency=1]
Node [word=peccant, frequency=1]
Node [word=peculiar, frequency=4]
Node [word=peculiarly, frequency=1]
Node [word=peep, frequency=1]
Node [word=peered, frequency=1]
Node [word=pelting, frequency=1]
Node [word=pencil, frequency=4]
Node [word=penetrating, frequency=2]
Node [word=pennant, frequency=1]
Node [word=penniless, frequency=1]
Node [word=penny, frequency=2]
Node [word=pensions, frequency=1]
Node [word=pensive, frequency=5]
Node [word=pensively, frequency=1]
Node [word=pensiveness, frequency=1]
Node [word=pentup, frequency=1]
Node [word=people, frequency=73]
Node [word=peopleI, frequency=1]
Node [word=peopleand, frequency=1]
Node [word=peoplebut, frequency=1]
Node [word=peoples, frequency=2]
Node [word=peppery, frequency=1]
Node [word=perceive, frequency=1]
Node [word=perceived, frequency=6]
Node [word=perceptibly, frequency=1]
Node [word=perception, frequency=2]
Node [word=perceptions, frequency=1]
Node [word=perche, frequency=1]
Node [word=perdition, frequency=1]
Node [word=perfect, frequency=10]
Node [word=perfection, frequency=2]
Node [word=perfectly, frequency=16]
Node [word=perform, frequency=2]
Node [word=performance, frequency=5]
Node [word=perfume, frequency=4]
Node [word=perfumes, frequency=1]
Node [word=perhaps, frequency=11]
Node [word=period, frequency=1]
Node [word=perished, frequency=1]
Node [word=permanences, frequency=1]
Node [word=permanent, frequency=2]
Node [word=permission, frequency=1]
Node [word=permit, frequency=5]
Node [word=permitted, frequency=2]
Node [word=perpetrated, frequency=1]
Node [word=perpetual, frequency=4]
Node [word=perpetually, frequency=1]
Node [word=perplexed, frequency=1]
Node [word=perplexity, frequency=1]
